,title,view,favorite,coin,share,like
82,职业规划大赛 就业赛道PPT详解（超级简单版）,36082,1027,173,634,735
83,想找一个好工作，千万注意别掉进这3个思维陷阱！,181,5,0,0,6
84,想找一个好工作，千万注意别掉进这3个思维陷阱！,181,5,0,0,6
85,怎样使自己处于高能量状态？,84205,9120,1333,850,7738
86,马云容人犯错的胸怀值得所有领导者学习,997,18,4,1,25
87,【中医经典背诵】张仲景《伤寒论》1-398条原文全脑记忆4.5小时 如何用八十个记忆宫殿背完一整本《伤寒论》快速记忆！如何达到顺背、抽背、倒背？,9108,968,26,91,222
88,《矛盾论》：一句话讲明白什么是辩证法，也许你认为的辩证法都是错的【《毛泽东选集》启示录-14】,20458,1004,308,88,752
89,如何搞“人脉”？社交六步法（上）,7009,1520,134,40,629
90,10分钟快速提升表达能力 ‼️,361,24,2,1,14
91,如何发现自己长处？如何有效学习？如何职业或自我规划？,30,4,0,3,1
92,提打挺松，中中中中！,319,1,0,0,8
93,高端的PPT往往采用最简单的设计技巧,32823,3097,242,92,2779
94,一分钟学会用例图,12909,305,168,86,430
95,15种实用证书不限专业可考,291503,21545,1131,833,12828
96,2024考研政治 双姐大题模板 36题史纲模板 35题新思想模板 34题马原模板 37题思修模板 38题时政模板,2825,108,9,33,31
97,【剪映教程】B站最良心的2023剪映手机版全套教程（适合零基础小白学习）,939,182,55,9,85
98,【剪映教程】B站最良心的2023剪映手机版全套教程（适合零基础小白学习）,939,182,55,9,85
99,快来看！这里有个考公人，国考完就去睡觉了！,24947,409,76,413,1801
100,字节AI产品经理压力面试，看看你能坚持到几秒,1651,57,2,5,14
101,表格边框自动伸缩,21809,1052,54,33,946
102,公差分析入门培训,4165,684,164,22,205
103,新来的同事居然连带单位求和都不会！,67120,3787,206,162,3986
104,我们一级建造师考试每年花费多少钱呢？#工程人 #土木工程 #一建,283,1,0,0,9
105,COUNT函数一家五口，你分得清用得对吗？,737,35,4,3,14
106,用AI生成电影解说视频，半年狂赚43W！只要找对方法，其实富起来也就这两年！,837,102,19,6,47
107,张雪峰：只要努力一点，年薪50W还是很简单的，趁着大学期间考下CPA三门就行|CPA,38036,373,16,79,218
108,我们来一步一步反推下普通人赚钱的过程,169367,15766,4003,1547,8216
109,【全新阶段】2023年【一建机电】王克-精讲+习题+强化【完整】,30753,656,33,93,184
110,工程造价定额系数大全！来一份！！,1753,11,0,0,33
111,珠宝设计学习,428,8,2,1,8
112,单位里有哪些踢皮球的事？,2543,27,3,2,63
113,这个方法每周帮我节省20+小时 | 简单+高效,6975,548,81,28,316
114,9.15抖音整蛊无人直播间搭建，撸礼物日赚500+_ev,3210,89,16,12,33
115,如果你有野心，从现在布局2024年！看这些含金量超高的书，拉开差距！,2627,337,39,28,249
116,悄悄的进步，90％都不知道的5本证书,194,7,2,0,7
117,分享一个非常好用但你绝对没用过的构件,487,3,2,0,8
118,（小超人）2024二建机电3D动画精讲（视频+讲义）,7146,427,24,57,89
119,关苏哲·用提问30讲激发团队高绩效,212,3,0,0,0
120,马大个底层逻辑智慧课（51节）,840,57,4,2,9
121,2023年最新最全的 软件库分享 超多学习资料,2792,312,638,3,354
122,千万别考普通选调生啊！快醒醒吧......,528,2,0,3,0
123,一个能考上公务员的笨方法,2425,442,22,33,230
124,个人简介网页制作期末大作业css+html共5页面,3699,75,82,9,86
125,3.高照超大杯03,4269,170,10,6,37
